Traceback (most recent call last):
  File "/home/ubuntu/clawd/scripts/email_notify_daemon.py", line 32, in <module>
    logging.FileHandler(LOG_FILE),
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/usr/lib/python3.12/logging/__init__.py", line 1231, in __init__
    StreamHandler.__init__(self, self._open())
                                 ^^^^^^^^^^^^
  File "/usr/lib/python3.12/logging/__init__.py", line 1263, in _open
    return open_func(self.baseFilename, self.mode,
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
PermissionError: [Errno 13] Permission denied: '/home/ubuntu/clawd/logs/email_daemon.log'
2026-02-27 20:15:55,663 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:15:55,721 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:15:55,721 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:17:55,967 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:17:55,967 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:17:56,025 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:17:56,025 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:19:56,274 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:19:56,274 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:19:56,344 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:19:56,344 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:21:56,609 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:21:56,609 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:21:56,669 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:21:56,669 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:23:56,937 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:23:56,937 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:23:56,998 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:23:56,998 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:25:57,281 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:25:57,281 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:25:57,338 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:25:57,338 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:27:57,597 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:27:57,597 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:27:57,659 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:27:57,659 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:29:57,921 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:29:57,921 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:29:57,982 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:29:57,982 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:31:58,248 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:31:58,248 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:31:58,304 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:31:58,304 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:33:58,573 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:33:58,573 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:33:58,627 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:33:58,627 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:35:58,887 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:35:58,887 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:35:58,949 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:35:58,949 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:37:59,211 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:37:59,211 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:37:59,269 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:37:59,269 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:39:59,515 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:39:59,515 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:39:59,578 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:39:59,578 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:41:59,829 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:41:59,829 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:41:59,889 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:41:59,889 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:44:00,152 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:44:00,152 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:44:00,213 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:44:00,213 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:46:00,482 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:46:00,482 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:46:00,539 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:46:00,539 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:48:00,798 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:48:00,798 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:48:00,854 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:48:00,854 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:50:01,134 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:50:01,134 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:50:01,191 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:50:01,191 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:52:01,502 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:52:01,502 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:52:01,562 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:52:01,562 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:54:01,838 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:54:01,838 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:54:01,896 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:54:01,896 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:56:02,177 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:56:02,177 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:56:02,234 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:56:02,234 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:58:02,482 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:58:02,482 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 20:58:02,545 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 20:58:02,545 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:00:02,820 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:00:02,820 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:00:02,883 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:00:02,883 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:02:03,152 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:02:03,152 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:02:03,212 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:02:03,212 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:04:03,502 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:04:03,502 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:04:03,558 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:04:03,558 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:06:03,812 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:06:03,812 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:06:03,869 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:06:03,869 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:08:04,140 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:08:04,140 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:08:04,200 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:08:04,200 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:10:04,468 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:10:04,468 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:10:04,528 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:10:04,528 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:12:04,791 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:12:04,791 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:12:04,847 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:12:04,847 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:14:05,125 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:14:05,125 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:14:05,186 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:14:05,186 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:16:05,458 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:16:05,458 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:16:05,517 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:16:05,517 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:18:05,800 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:18:05,800 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:18:05,857 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:18:05,857 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:20:06,107 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:20:06,107 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:20:06,170 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:20:06,170 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:22:06,435 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:22:06,435 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:22:06,492 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:22:06,492 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:24:06,766 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:24:06,766 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:24:06,825 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:24:06,825 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:26:07,127 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:26:07,127 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:26:07,184 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:26:07,184 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:28:07,459 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:28:07,459 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:28:07,517 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:28:07,517 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:30:07,782 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:30:07,782 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:30:07,842 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:30:07,842 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:32:08,107 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:32:08,107 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:32:08,169 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:32:08,169 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:34:08,464 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:34:08,464 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:34:08,521 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:34:08,521 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:36:08,793 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:36:08,793 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:36:08,848 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:36:08,848 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:38:09,110 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:38:09,110 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:38:09,172 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:38:09,172 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:40:09,432 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:40:09,432 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:40:09,491 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:40:09,491 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:42:09,761 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:42:09,761 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:42:09,824 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:42:09,824 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:44:10,134 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:44:10,134 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:44:10,195 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:44:10,195 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:46:10,451 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:46:10,451 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:46:10,509 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:46:10,509 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:48:10,777 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:48:10,777 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:48:10,836 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:48:10,836 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:50:11,109 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:50:11,109 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:50:11,170 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:50:11,170 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:52:11,432 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:52:11,432 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:52:11,488 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:52:11,488 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:54:11,760 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:54:11,760 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:54:11,817 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:54:11,817 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:56:12,073 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:56:12,073 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:56:12,133 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:56:12,133 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:58:12,382 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:58:12,382 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 21:58:12,442 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 21:58:12,442 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:00:12,710 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:00:12,710 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:00:12,771 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:00:12,771 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:02:13,041 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:02:13,041 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:02:13,100 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:02:13,100 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:04:13,378 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:04:13,378 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:04:13,437 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:04:13,437 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:06:13,689 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:06:13,689 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:06:13,744 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:06:13,744 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:08:14,005 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:08:14,005 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:08:14,063 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:08:14,063 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:10:14,337 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:10:14,337 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:10:14,397 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:10:14,397 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:12:14,668 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:12:14,668 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:12:14,727 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:12:14,727 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:14:15,004 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:14:15,004 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:14:15,061 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:14:15,061 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:16:15,326 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:16:15,326 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:16:15,387 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:16:15,387 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:18:15,648 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:18:15,648 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:18:15,706 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:18:15,706 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:20:15,973 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:20:15,973 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:20:16,033 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:20:16,033 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:22:16,302 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:22:16,302 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:22:16,362 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:22:16,362 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:24:16,643 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:24:16,643 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:24:16,700 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:24:16,700 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:26:16,956 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:26:16,956 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:26:17,013 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:26:17,013 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:28:17,276 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:28:17,276 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:28:17,333 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:28:17,333 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:30:17,606 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:30:17,606 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:30:17,666 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:30:17,666 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:32:17,935 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:32:17,935 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:32:17,996 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:32:17,996 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:34:18,253 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:34:18,253 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:34:18,313 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:34:18,313 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:36:18,576 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:36:18,576 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:36:18,631 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:36:18,631 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:38:18,898 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:38:18,898 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:38:18,960 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:38:18,960 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:40:19,227 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:40:19,227 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:40:19,289 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:40:19,289 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:42:19,555 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:42:19,555 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:42:19,615 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:42:19,615 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:44:19,885 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:44:19,885 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:44:19,945 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:44:19,945 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:46:20,207 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:46:20,207 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:46:20,266 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:46:20,266 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:48:20,547 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:48:20,547 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:48:20,607 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:48:20,607 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:50:20,880 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:50:20,880 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:50:20,938 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:50:20,938 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-27 22:52:21,195 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:52:21,195 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-27 22:52:21,255 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
