Traceback (most recent call last):
  File "/home/ubuntu/clawd/scripts/email_notify_daemon.py", line 32, in <module>
    logging.FileHandler(LOG_FILE),
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/usr/lib/python3.12/logging/__init__.py", line 1231, in __init__
    StreamHandler.__init__(self, self._open())
                                 ^^^^^^^^^^^^
  File "/usr/lib/python3.12/logging/__init__.py", line 1263, in _open
    return open_func(self.baseFilename, self.mode,
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
PermissionError: [Errno 13] Permission denied: '/home/ubuntu/clawd/logs/email_daemon.log'
2026-02-23 02:08:35,795 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:08:35,795 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:10:36,060 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:10:36,060 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:10:36,115 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:10:36,115 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:12:36,394 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:12:36,394 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:12:36,476 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:12:36,476 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:14:36,750 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:14:36,750 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:14:36,808 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:14:36,808 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:16:37,062 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:16:37,062 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:16:37,119 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:16:37,119 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:18:37,369 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:18:37,369 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:18:37,425 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:18:37,425 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:20:37,686 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:20:37,686 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:20:37,746 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:20:37,746 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:22:38,005 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:22:38,005 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:22:38,067 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:22:38,067 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:24:38,341 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:24:38,341 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:24:38,398 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:24:38,398 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:26:38,661 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:26:38,661 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:26:38,720 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:26:38,720 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:28:38,990 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:28:38,990 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:28:39,045 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:28:39,045 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:30:39,323 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:30:39,323 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:30:39,383 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:30:39,383 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:32:39,647 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:32:39,647 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:32:39,703 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:32:39,703 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:34:39,966 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:34:39,966 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:34:40,022 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:34:40,022 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:36:40,277 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:36:40,277 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:36:40,332 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:36:40,332 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:38:40,598 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:38:40,598 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:38:40,657 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:38:40,657 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:40:40,916 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:40:40,916 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:40:40,972 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:40:40,972 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:42:41,229 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:42:41,229 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:42:41,288 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:42:41,288 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:44:41,545 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:44:41,545 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:44:41,604 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:44:41,604 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:46:41,858 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:46:41,858 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:46:41,919 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:46:41,919 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:48:42,168 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:48:42,168 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:48:42,224 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:48:42,224 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:50:42,475 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:50:42,475 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:50:42,530 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:50:42,530 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:52:42,795 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:52:42,795 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:52:42,855 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:52:42,855 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:54:43,109 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:54:43,109 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:54:43,168 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:54:43,168 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:56:43,426 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:56:43,426 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:56:43,484 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:56:43,484 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:58:43,735 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:58:43,735 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 02:58:43,791 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 02:58:43,791 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:00:44,060 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:00:44,060 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:00:44,118 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:00:44,118 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:02:44,373 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:02:44,373 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:02:44,431 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:02:44,431 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:04:44,686 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:04:44,686 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:04:44,747 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:04:44,747 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:06:44,999 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:06:44,999 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:06:45,058 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:06:45,058 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:08:45,310 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:08:45,310 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:08:45,368 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:08:45,368 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:10:45,625 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:10:45,625 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:10:45,680 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:10:45,680 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:12:45,933 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:12:45,933 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:12:45,989 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:12:45,989 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:14:46,277 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:14:46,277 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:14:46,338 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:14:46,338 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:16:46,595 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:16:46,595 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:16:46,651 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:16:46,651 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:18:46,903 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:18:46,903 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:18:46,957 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:18:46,957 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:20:47,223 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:20:47,223 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:20:47,279 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:20:47,279 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:22:47,535 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:22:47,535 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:22:47,591 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:22:47,591 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:24:47,837 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:24:47,837 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:24:47,893 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:24:47,893 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:26:48,144 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:26:48,144 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:26:48,200 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:26:48,200 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:28:48,455 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:28:48,455 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:28:48,513 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:28:48,513 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:30:48,769 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:30:48,769 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:30:48,825 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:30:48,825 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:32:49,082 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:32:49,082 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:32:49,141 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:32:49,141 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:34:49,419 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:34:49,419 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:34:49,481 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:34:49,481 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:36:49,757 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:36:49,757 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:36:49,813 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:36:49,813 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:38:50,068 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:38:50,068 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:38:50,127 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:38:50,127 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:40:50,382 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:40:50,382 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:40:50,442 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:40:50,442 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:42:50,701 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:42:50,701 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:42:50,758 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:42:50,758 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:44:51,018 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:44:51,018 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:44:51,074 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:44:51,074 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:46:51,326 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:46:51,326 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:46:51,381 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:46:51,381 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:48:51,635 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:48:51,635 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:48:51,692 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:48:51,692 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:50:51,942 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:50:51,942 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:50:51,999 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:50:51,999 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:52:52,259 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:52:52,259 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:52:52,317 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:52:52,317 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:54:52,593 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:54:52,593 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:54:52,684 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:54:52,684 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:56:52,938 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:56:52,938 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:56:52,997 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:56:52,997 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:58:53,248 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:58:53,248 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 03:58:53,305 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 03:58:53,305 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:00:53,565 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:00:53,565 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:00:53,629 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:00:53,629 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:02:53,885 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:02:53,885 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:02:53,943 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:02:53,943 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:04:54,202 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:04:54,202 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:04:54,261 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:04:54,261 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:06:54,518 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:06:54,518 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:06:54,575 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:06:54,575 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:08:54,819 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:08:54,819 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:08:54,876 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:08:54,876 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:10:55,135 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:10:55,135 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:10:55,195 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:10:55,195 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:12:55,462 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:12:55,462 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:12:55,519 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:12:55,519 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:14:55,777 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:14:55,777 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:14:55,836 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:14:55,836 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:16:56,081 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:16:56,081 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:16:56,139 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:16:56,139 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:18:56,380 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:18:56,380 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:18:56,437 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:18:56,437 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:20:56,688 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:20:56,688 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:20:56,745 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:20:56,745 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:22:57,005 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:22:57,005 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:22:57,063 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:22:57,063 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:24:57,311 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:24:57,311 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:24:57,373 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:24:57,373 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:26:57,633 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:26:57,633 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:26:57,723 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:26:57,723 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:28:57,981 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:28:57,981 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:28:58,034 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:28:58,034 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:30:58,300 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:30:58,300 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:30:58,359 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:30:58,359 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:32:58,623 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:32:58,623 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:32:58,680 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:32:58,680 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:34:58,952 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:34:58,952 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:34:59,011 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:34:59,011 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:36:59,261 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:36:59,261 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:36:59,320 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:36:59,320 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:38:59,571 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:38:59,571 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:38:59,630 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:38:59,630 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:40:59,892 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:40:59,892 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:40:59,951 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:40:59,951 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:43:00,203 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:43:00,203 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:43:00,263 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:43:00,263 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:45:00,554 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:45:00,554 - INFO - file_cache is only supported with oauth2client<4.0.0
2026-02-23 04:45:00,615 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
2026-02-23 04:45:00,615 - INFO - Refreshing credentials due to a 401 response. Attempt 1/2.
